"referencing_table","referencing_column","referenced_table","referenced_column"
ABuildingBeam,StrucTypeId,ABuildingFixtures,StrucTypeId
ABuildingCeiling,StrucTypeId,ABuildingFixtures,StrucTypeId
ABuildingColumns,StrucTypeId,ABuildingFixtures,StrucTypeId
ABuildingDoor,StrucTypeId,ABuildingFixtures,StrucTypeId
ABuildingElectrical,StrucTypeId,ABuildingFixtures,StrucTypeId
ABuildingExteriorWalls,StrucTypeId,ABuildingFixtures,StrucTypeId
ABuildingToiletBath,StrucTypeId,ABuildingFixtures,StrucTypeId
ABuildingTrussFraming,StrucTypeId,ABuildingFixtures,StrucTypeId
ABuildingWallFinish,StrucTypeId,ABuildingFixtures,StrucTypeId
ABuildingWallsPartitions,StrucTypeId,ABuildingFixtures,StrucTypeId
ABuildingWindow,StrucTypeId,ABuildingFixtures,StrucTypeId
ABuildingFlooring,StrucTypeId,ABuildingFixtures,StrucTypeId
ABuildingFoundation,StrucTypeId,ABuildingFixtures,StrucTypeId
ABuildingPlumbingSewer,StrucTypeId,ABuildingFixtures,StrucTypeId
ABuildingRoofing,StrucTypeid,ABuildingFixtures,StrucTypeId
ABuildingStairs,StrucTypeId,ABuildingFixtures,StrucTypeId
SMtbl_AuditTrail,AuditId,SMAuditTrailDetail,AuditID
SMAuditTrail,AuditID,SMAuditTrailDetail,AuditID
view_TDNTaxDecProvince,StreetId,View_StreetAssessment,StreetId
PStreet,StreetId,View_StreetAssessment,StreetId
View_TDNLandBackTax,StreetID,View_StreetAssessment,StreetId
TDNSubdivisionTempTable,StreetId,View_StreetAssessment,StreetId
view_MachineApraisal,StreetId,View_StreetAssessment,StreetId
View_PrintTaxDecCity,StreetId,View_StreetAssessment,StreetId
tempTDN,StreetId,View_StreetAssessment,StreetId
TDN,StreetId,View_StreetAssessment,StreetId
aBuilding,BarangayId,View_StreetAssessment,BarangayId
QuarterlyTable,BarangayID,View_StreetAssessment,BarangayId
QuarterlyTableActive,BarangayID,View_StreetAssessment,BarangayId
View_BarangayLookUp,BarangayId,View_StreetAssessment,BarangayId
view_BarangayCityLookUp,BarangayId,View_StreetAssessment,BarangayId
View_tdn,BarangayId,View_StreetAssessment,BarangayId
LocationStreet,BarangayID,View_StreetAssessment,BarangayId
PStreet,BarangayId,View_StreetAssessment,BarangayId
PSubdivision,BarangayId,View_StreetAssessment,BarangayId
AssessmentRollSEFBasic,BarangayId,View_StreetAssessment,BarangayId
SummaryRPUAssessed,BarangayID,View_StreetAssessment,BarangayId
QuarterlyTableOld,BarangayID,View_StreetAssessment,BarangayId
RPUSummaryPerBarangayTable,BarangayID,View_StreetAssessment,BarangayId
TDNSubdivisionTempTable,BarangayID,View_StreetAssessment,BarangayId
ASubClassification,BarangayID,View_StreetAssessment,BarangayId
PStreetOld,BarangayId,View_StreetAssessment,BarangayId
RecordsOfAssessmentTable,BarangayID,View_StreetAssessment,BarangayId
QuarterlyTableCancelled,BarangayID,View_StreetAssessment,BarangayId
aStreet,BarangayId,View_StreetAssessment,BarangayId
LocationStreet,LocationStreetID,View_StreetAssessment,LocationStreetID
PStreet,LocationStreetID,View_StreetAssessment,LocationStreetID
View_TDNLandAppraisal,SubClassId,View_StreetAssessment,SubClassId
View_PrintTaxDecCity,SubClassId,View_StreetAssessment,SubClassId
ASubClassification,SubClassId,View_StreetAssessment,SubClassId
View_TDNLandBackTax,SubClassId,View_StreetAssessment,SubClassId
TDNBackTax,SubClassId,View_StreetAssessment,SubClassId
grtest,subclassID,View_StreetAssessment,SubClassId
TDNMachineDetail,ClassificationId,View_StreetAssessment,ClassificationId
TDN,ClassificationId,View_StreetAssessment,ClassificationId
temp_PStreetAssessment,ClassificationID,View_StreetAssessment,ClassificationId
PStreetAssessment,ClassificationID,View_StreetAssessment,ClassificationId
ALandAdjustment,ClassificationID,View_StreetAssessment,ClassificationId
AMachineAssessmentLevel,ClassificationId,View_StreetAssessment,ClassificationId
TDNLandDetail,ClassificationID,View_StreetAssessment,ClassificationId
TDNBackTax,Classificationid,View_StreetAssessment,ClassificationId
AActualUse,ClassificationID,View_StreetAssessment,ClassificationId
View_PrintTaxDecCity,ClassificationId,View_StreetAssessment,ClassificationId
ASubClassification,ClassificationId,View_StreetAssessment,ClassificationId
PStreetOld,ClassificationID,View_StreetAssessment,ClassificationId
tempTDN,ClassificationId,View_StreetAssessment,ClassificationId
View_TDNLandAppraisal,ClassificationId,View_StreetAssessment,ClassificationId
view_MachineApraisal,ClassificationId,View_StreetAssessment,ClassificationId
QuarterlyTable,LGUID,View_StreetAssessment,LGUID
QuarterlyTableActive,LGUID,View_StreetAssessment,LGUID
QuarterlyTableCancelled,LGUID,View_StreetAssessment,LGUID
AssessmentRollSEFBasic,LGUID,View_StreetAssessment,LGUID
PStreetOld,LGUID,View_StreetAssessment,LGUID
QuarterlyTableOld,LGUID,View_StreetAssessment,LGUID
PStreet,LGUID,View_StreetAssessment,LGUID
PSubdivision,LGUID,View_StreetAssessment,LGUID
QuarterlyTable,MunicipalityID,View_StreetAssessment,MunicipalityID
QuarterlyTableActive,MunicipalityID,View_StreetAssessment,MunicipalityID
QuarterlyTableCancelled,MunicipalityID,View_StreetAssessment,MunicipalityID
UserORStatus,MunicipalityID,View_StreetAssessment,MunicipalityID
ORHistory,MunicipalityID,View_StreetAssessment,MunicipalityID
PStreet,MunicipalityID,View_StreetAssessment,MunicipalityID
PSubdivision,MunicipalityID,View_StreetAssessment,MunicipalityID
ASubClassification,MunicipalityID,View_StreetAssessment,MunicipalityID
PStreetOld,MunicipalityID,View_StreetAssessment,MunicipalityID
ALandAssessmentLevel,MunicipalityID,View_StreetAssessment,MunicipalityID
QuarterlyTableOld,MunicipalityID,View_StreetAssessment,MunicipalityID
TDNBuildingFloor,BuildingFloorId,ABuildingFlooring,BuildingFloorId
ABuildingBeam,StrucTypeId,ABuildingFlooring,StrucTypeId
ABuildingCeiling,StrucTypeId,ABuildingFlooring,StrucTypeId
ABuildingColumns,StrucTypeId,ABuildingFlooring,StrucTypeId
ABuildingDoor,StrucTypeId,ABuildingFlooring,StrucTypeId
ABuildingElectrical,StrucTypeId,ABuildingFlooring,StrucTypeId
ABuildingExteriorWalls,StrucTypeId,ABuildingFlooring,StrucTypeId
ABuildingToiletBath,StrucTypeId,ABuildingFlooring,StrucTypeId
ABuildingTrussFraming,StrucTypeId,ABuildingFlooring,StrucTypeId
ABuildingWallFinish,StrucTypeId,ABuildingFlooring,StrucTypeId
ABuildingWallsPartitions,StrucTypeId,ABuildingFlooring,StrucTypeId
ABuildingWindow,StrucTypeId,ABuildingFlooring,StrucTypeId
ABuildingFixtures,StrucTypeId,ABuildingFlooring,StrucTypeId
ABuildingFoundation,StrucTypeId,ABuildingFlooring,StrucTypeId
ABuildingPlumbingSewer,StrucTypeId,ABuildingFlooring,StrucTypeId
ABuildingRoofing,StrucTypeid,ABuildingFlooring,StrucTypeId
ABuildingStairs,StrucTypeId,ABuildingFlooring,StrucTypeId
CoOwners,TDNID,View_TDNLandDetail,TDNID
View_TDNCoOwners,TDNID,View_TDNLandDetail,TDNID
TDNPreviousARP,TDNID,View_TDNLandDetail,TDNID
TDNMachine,TDNID,View_TDNLandDetail,TDNID
TDNPreviousPIN,TDNID,View_TDNLandDetail,TDNID
view_TDNSearchLookUpCityBased,TDNID,View_TDNLandDetail,TDNID
view_TDNSearchLookUpProvinceBased,TDNID,View_TDNLandDetail,TDNID
view_TDNTaxDecProvince,TDNID,View_TDNLandDetail,TDNID
view_TaxDecDetail,TDNID,View_TDNLandDetail,TDNID
CertifiedTrueCopyTable,TDNID,View_TDNLandDetail,TDNID
view_TDNTaxDecCity,TDNID,View_TDNLandDetail,TDNID
TDN_Attachment,TDNID,View_TDNLandDetail,TDNID
View_FAASBuilding,TDNId,View_TDNLandDetail,TDNID
TDNDetail,TDNId,View_TDNLandDetail,TDNID
TDN_Images,TDNID,View_TDNLandDetail,TDNID
View_FAASImprovement,TDNId,View_TDNLandDetail,TDNID
TDNBaseValueAdjustment,TDNId,View_TDNLandDetail,TDNID
View_TDNLandBackTax,TDNID,View_TDNLandDetail,TDNID
TDNLand,TDNID,View_TDNLandDetail,TDNID
TDNBackTax,TDNID,View_TDNLandDetail,TDNID
TDNBuilding,TDNID,View_TDNLandDetail,TDNID
View_PrintTaxDecProvince,TDNID,View_TDNLandDetail,TDNID
tempMachdb,TDNID,View_TDNLandDetail,TDNID
TDNFAASSketch,TDNID,View_TDNLandDetail,TDNID
ImageCache,TDNID,View_TDNLandDetail,TDNID
TDNHistory,TDNID,View_TDNLandDetail,TDNID
View_TDNLandAppraisal,TDNID,View_TDNLandDetail,TDNID
view_MachineApraisal,TDNID,View_TDNLandDetail,TDNID
View_TDNDetail,TDNId,View_TDNLandDetail,TDNID
View_TDNBuildingDetail,TDNID,View_TDNLandDetail,TDNID
View_PrintTaxDecCity,TDNID,View_TDNLandDetail,TDNID
TOStempQuarterlyRPTC,TDNID,View_TDNLandDetail,TDNID
View_DemolishedProp,TDNID,View_TDNLandDetail,TDNID
TDN,TDNID,View_TDNLandDetail,TDNID
stagtbl,TDNID,View_TDNLandDetail,TDNID
view_TDNLandImprovements,TDNID,View_TDNLandDetail,TDNID
tempTDN,TDNID,View_TDNLandDetail,TDNID
view_UserProfile,UserID,SMtbl_UserImageProfile,USERID
SMaspnet_PersonalizationPerUser,UserId,SMtbl_UserImageProfile,USERID
SMtbl_UserProfile,UserID,SMtbl_UserImageProfile,USERID
SMaspnet_Membership,UserId,SMtbl_UserImageProfile,USERID
SMaspnet_Profile,UserId,SMtbl_UserImageProfile,USERID
SMaspnet_UsersInRoles,UserId,SMtbl_UserImageProfile,USERID
SMaspnet_Users,UserId,SMtbl_UserImageProfile,USERID
TDNBuildingDetail,TDNBuildingDetailId,ABuildingStructuralCharateristics,TDNBuildingDetailId
View_TDNBuildingDetail,TDNBuildingDetailId,ABuildingStructuralCharateristics,TDNBuildingDetailId
ImageCache,Userid,SMDefault_CityMunicipality,UserID
ABuildingBeam,StrucTypeId,ABuildingFoundation,StrucTypeId
ABuildingCeiling,StrucTypeId,ABuildingFoundation,StrucTypeId
ABuildingColumns,StrucTypeId,ABuildingFoundation,StrucTypeId
ABuildingDoor,StrucTypeId,ABuildingFoundation,StrucTypeId
ABuildingElectrical,StrucTypeId,ABuildingFoundation,StrucTypeId
ABuildingExteriorWalls,StrucTypeId,ABuildingFoundation,StrucTypeId
ABuildingToiletBath,StrucTypeId,ABuildingFoundation,StrucTypeId
ABuildingTrussFraming,StrucTypeId,ABuildingFoundation,StrucTypeId
ABuildingWallFinish,StrucTypeId,ABuildingFoundation,StrucTypeId
ABuildingWallsPartitions,StrucTypeId,ABuildingFoundation,StrucTypeId
ABuildingWindow,StrucTypeId,ABuildingFoundation,StrucTypeId
ABuildingFixtures,StrucTypeId,ABuildingFoundation,StrucTypeId
ABuildingFlooring,StrucTypeId,ABuildingFoundation,StrucTypeId
ABuildingPlumbingSewer,StrucTypeId,ABuildingFoundation,StrucTypeId
ABuildingRoofing,StrucTypeid,ABuildingFoundation,StrucTypeId
ABuildingStairs,StrucTypeId,ABuildingFoundation,StrucTypeId
CoOwners,TDNID,View_TDNLandAppraisal,TDNID
View_TDNCoOwners,TDNID,View_TDNLandAppraisal,TDNID
TDNPreviousARP,TDNID,View_TDNLandAppraisal,TDNID
TDNMachine,TDNID,View_TDNLandAppraisal,TDNID
TDNPreviousPIN,TDNID,View_TDNLandAppraisal,TDNID
view_TDNSearchLookUpCityBased,TDNID,View_TDNLandAppraisal,TDNID
view_TDNSearchLookUpProvinceBased,TDNID,View_TDNLandAppraisal,TDNID
view_TDNTaxDecProvince,TDNID,View_TDNLandAppraisal,TDNID
view_TaxDecDetail,TDNID,View_TDNLandAppraisal,TDNID
CertifiedTrueCopyTable,TDNID,View_TDNLandAppraisal,TDNID
view_TDNTaxDecCity,TDNID,View_TDNLandAppraisal,TDNID
TDN_Attachment,TDNID,View_TDNLandAppraisal,TDNID
View_FAASBuilding,TDNId,View_TDNLandAppraisal,TDNID
TDNDetail,TDNId,View_TDNLandAppraisal,TDNID
TDN_Images,TDNID,View_TDNLandAppraisal,TDNID
View_FAASImprovement,TDNId,View_TDNLandAppraisal,TDNID
TDNBaseValueAdjustment,TDNId,View_TDNLandAppraisal,TDNID
View_TDNLandBackTax,TDNID,View_TDNLandAppraisal,TDNID
TDNLand,TDNID,View_TDNLandAppraisal,TDNID
TDNBackTax,TDNID,View_TDNLandAppraisal,TDNID
TDNBuilding,TDNID,View_TDNLandAppraisal,TDNID
View_PrintTaxDecProvince,TDNID,View_TDNLandAppraisal,TDNID
tempMachdb,TDNID,View_TDNLandAppraisal,TDNID
TDNFAASSketch,TDNID,View_TDNLandAppraisal,TDNID
ImageCache,TDNID,View_TDNLandAppraisal,TDNID
TDNHistory,TDNID,View_TDNLandAppraisal,TDNID
View_TDNLandDetail,TDNID,View_TDNLandAppraisal,TDNID
view_MachineApraisal,TDNID,View_TDNLandAppraisal,TDNID
View_TDNDetail,TDNId,View_TDNLandAppraisal,TDNID
View_TDNBuildingDetail,TDNID,View_TDNLandAppraisal,TDNID
View_PrintTaxDecCity,TDNID,View_TDNLandAppraisal,TDNID
TOStempQuarterlyRPTC,TDNID,View_TDNLandAppraisal,TDNID
View_DemolishedProp,TDNID,View_TDNLandAppraisal,TDNID
TDN,TDNID,View_TDNLandAppraisal,TDNID
stagtbl,TDNID,View_TDNLandAppraisal,TDNID
view_TDNLandImprovements,TDNID,View_TDNLandAppraisal,TDNID
tempTDN,TDNID,View_TDNLandAppraisal,TDNID
TDNLandImprovements,TDNLandId,View_TDNLandAppraisal,TDNLandId
View_PrintTaxDecCity,TDNLandId,View_TDNLandAppraisal,TDNLandId
View_TDNLandBackTax,TDNLandId,View_TDNLandAppraisal,TDNLandId
TDNLand,TDNLandId,View_TDNLandAppraisal,TDNLandId
TDNLandDetail,TDNLandId,View_TDNLandAppraisal,TDNLandId
View_TDNLandBackTax,TDNLandDetailId,View_TDNLandAppraisal,TDNLandDetailId
TDNLandDetail,TDNLandDetailId,View_TDNLandAppraisal,TDNLandDetailId
TDNMachineDetail,ClassificationId,View_TDNLandAppraisal,ClassificationId
TDN,ClassificationId,View_TDNLandAppraisal,ClassificationId
temp_PStreetAssessment,ClassificationID,View_TDNLandAppraisal,ClassificationId
PStreetAssessment,ClassificationID,View_TDNLandAppraisal,ClassificationId
ALandAdjustment,ClassificationID,View_TDNLandAppraisal,ClassificationId
AMachineAssessmentLevel,ClassificationId,View_TDNLandAppraisal,ClassificationId
TDNLandDetail,ClassificationID,View_TDNLandAppraisal,ClassificationId
TDNBackTax,Classificationid,View_TDNLandAppraisal,ClassificationId
AActualUse,ClassificationID,View_TDNLandAppraisal,ClassificationId
View_PrintTaxDecCity,ClassificationId,View_TDNLandAppraisal,ClassificationId
ASubClassification,ClassificationId,View_TDNLandAppraisal,ClassificationId
PStreetOld,ClassificationID,View_TDNLandAppraisal,ClassificationId
tempTDN,ClassificationId,View_TDNLandAppraisal,ClassificationId
View_StreetAssessment,ClassificationId,View_TDNLandAppraisal,ClassificationId
view_MachineApraisal,ClassificationId,View_TDNLandAppraisal,ClassificationId
View_StreetAssessment,SubClassId,View_TDNLandAppraisal,SubClassId
View_PrintTaxDecCity,SubClassId,View_TDNLandAppraisal,SubClassId
ASubClassification,SubClassId,View_TDNLandAppraisal,SubClassId
View_TDNLandBackTax,SubClassId,View_TDNLandAppraisal,SubClassId
TDNBackTax,SubClassId,View_TDNLandAppraisal,SubClassId
grtest,subclassID,View_TDNLandAppraisal,SubClassId
ALandAgriType,AgriTypeId,View_TDNLandAppraisal,AgriTypeId
ALandAgriTypeAssessment,AgriTypeID,View_TDNLandAppraisal,AgriTypeId
SMaspnet_Paths,PathId,SMaspnet_PersonalizationAllUsers,PathId
SMaspnet_PersonalizationPerUser,PathId,SMaspnet_PersonalizationAllUsers,PathId
ABuildingBeam,StrucTypeId,ABuildingPlumbingSewer,StrucTypeId
ABuildingCeiling,StrucTypeId,ABuildingPlumbingSewer,StrucTypeId
ABuildingColumns,StrucTypeId,ABuildingPlumbingSewer,StrucTypeId
ABuildingDoor,StrucTypeId,ABuildingPlumbingSewer,StrucTypeId
ABuildingElectrical,StrucTypeId,ABuildingPlumbingSewer,StrucTypeId
ABuildingExteriorWalls,StrucTypeId,ABuildingPlumbingSewer,StrucTypeId
ABuildingToiletBath,StrucTypeId,ABuildingPlumbingSewer,StrucTypeId
ABuildingTrussFraming,StrucTypeId,ABuildingPlumbingSewer,StrucTypeId
ABuildingWallFinish,StrucTypeId,ABuildingPlumbingSewer,StrucTypeId
ABuildingWallsPartitions,StrucTypeId,ABuildingPlumbingSewer,StrucTypeId
ABuildingWindow,StrucTypeId,ABuildingPlumbingSewer,StrucTypeId
ABuildingFixtures,StrucTypeId,ABuildingPlumbingSewer,StrucTypeId
ABuildingFlooring,StrucTypeId,ABuildingPlumbingSewer,StrucTypeId
ABuildingFoundation,StrucTypeId,ABuildingPlumbingSewer,StrucTypeId
ABuildingRoofing,StrucTypeid,ABuildingPlumbingSewer,StrucTypeId
ABuildingStairs,StrucTypeId,ABuildingPlumbingSewer,StrucTypeId
CoOwners,TDNID,view_MachineApraisal,TDNID
View_TDNCoOwners,TDNID,view_MachineApraisal,TDNID
TDNPreviousARP,TDNID,view_MachineApraisal,TDNID
TDNMachine,TDNID,view_MachineApraisal,TDNID
TDNPreviousPIN,TDNID,view_MachineApraisal,TDNID
view_TDNSearchLookUpCityBased,TDNID,view_MachineApraisal,TDNID
view_TDNSearchLookUpProvinceBased,TDNID,view_MachineApraisal,TDNID
view_TDNTaxDecProvince,TDNID,view_MachineApraisal,TDNID
view_TaxDecDetail,TDNID,view_MachineApraisal,TDNID
CertifiedTrueCopyTable,TDNID,view_MachineApraisal,TDNID
view_TDNTaxDecCity,TDNID,view_MachineApraisal,TDNID
TDN_Attachment,TDNID,view_MachineApraisal,TDNID
View_FAASBuilding,TDNId,view_MachineApraisal,TDNID
TDNDetail,TDNId,view_MachineApraisal,TDNID
TDN_Images,TDNID,view_MachineApraisal,TDNID
View_FAASImprovement,TDNId,view_MachineApraisal,TDNID
TDNBaseValueAdjustment,TDNId,view_MachineApraisal,TDNID
View_TDNLandBackTax,TDNID,view_MachineApraisal,TDNID
TDNLand,TDNID,view_MachineApraisal,TDNID
TDNBackTax,TDNID,view_MachineApraisal,TDNID
TDNBuilding,TDNID,view_MachineApraisal,TDNID
View_PrintTaxDecProvince,TDNID,view_MachineApraisal,TDNID
tempMachdb,TDNID,view_MachineApraisal,TDNID
TDNFAASSketch,TDNID,view_MachineApraisal,TDNID
ImageCache,TDNID,view_MachineApraisal,TDNID
TDNHistory,TDNID,view_MachineApraisal,TDNID
View_TDNLandDetail,TDNID,view_MachineApraisal,TDNID
View_TDNLandAppraisal,TDNID,view_MachineApraisal,TDNID
View_TDNDetail,TDNId,view_MachineApraisal,TDNID
View_TDNBuildingDetail,TDNID,view_MachineApraisal,TDNID
View_PrintTaxDecCity,TDNID,view_MachineApraisal,TDNID
TOStempQuarterlyRPTC,TDNID,view_MachineApraisal,TDNID
View_DemolishedProp,TDNID,view_MachineApraisal,TDNID
TDN,TDNID,view_MachineApraisal,TDNID
stagtbl,TDNID,view_MachineApraisal,TDNID
view_TDNLandImprovements,TDNID,view_MachineApraisal,TDNID
tempTDN,TDNID,view_MachineApraisal,TDNID
view_TDNSearchLookUpCityBased,BarangayId,view_MachineApraisal,BarangayId
view_TDNSearchLookUpProvinceBased,BarangayId,view_MachineApraisal,BarangayId
aBarangay,BarangayId,view_MachineApraisal,BarangayId
View_PrintTaxDecCity,BarangayId,view_MachineApraisal,BarangayId
tempTDN,BarangayId,view_MachineApraisal,BarangayId
TDN,BarangayId,view_MachineApraisal,BarangayId
TDN,OwnerId,view_MachineApraisal,OwnerId
aOwner,OwnerId,view_MachineApraisal,OwnerId
temptblExtractingName,OwnerId,view_MachineApraisal,OwnerId
tempTDN,OwnerId,view_MachineApraisal,OwnerId
View_PrintTaxDecCity,OwnerId,view_MachineApraisal,OwnerId
TDN,TDNModeId,view_MachineApraisal,TDNModeId
tempTDN,TDNModeId,view_MachineApraisal,TDNModeId
View_PrintTaxDecCity,TDNModeId,view_MachineApraisal,TDNModeId
ATDNMode,TDNModeId,view_MachineApraisal,TDNModeId
TDNMachineDetail,ClassificationId,view_MachineApraisal,ClassificationId
TDN,ClassificationId,view_MachineApraisal,ClassificationId
temp_PStreetAssessment,ClassificationID,view_MachineApraisal,ClassificationId
PStreetAssessment,ClassificationID,view_MachineApraisal,ClassificationId
ALandAdjustment,ClassificationID,view_MachineApraisal,ClassificationId
AMachineAssessmentLevel,ClassificationId,view_MachineApraisal,ClassificationId
TDNLandDetail,ClassificationID,view_MachineApraisal,ClassificationId
TDNBackTax,Classificationid,view_MachineApraisal,ClassificationId
AActualUse,ClassificationID,view_MachineApraisal,ClassificationId
View_PrintTaxDecCity,ClassificationId,view_MachineApraisal,ClassificationId
ASubClassification,ClassificationId,view_MachineApraisal,ClassificationId
PStreetOld,ClassificationID,view_MachineApraisal,ClassificationId
tempTDN,ClassificationId,view_MachineApraisal,ClassificationId
View_StreetAssessment,ClassificationId,view_MachineApraisal,ClassificationId
View_TDNLandAppraisal,ClassificationId,view_MachineApraisal,ClassificationId
TDNMachineDetail,ActualUseid,view_MachineApraisal,ActualUseId
TDNBuildingSucceedingFloor,ActualUseId,view_MachineApraisal,ActualUseId
TDN,ActualUseId,view_MachineApraisal,ActualUseId
ALandAdjustment,ActualUseID,view_MachineApraisal,ActualUseId
TDNHistory,ActualUseID,view_MachineApraisal,ActualUseId
TDNLandDetail,ActualUseId,view_MachineApraisal,ActualUseId
TDNBackTax,ActualUseId,view_MachineApraisal,ActualUseId
View_PrintTaxDecCity,ActualUseId,view_MachineApraisal,ActualUseId
ASubClassification,ActualUseId,view_MachineApraisal,ActualUseId
ABuildingAssessmentLevel,Actualuseid,view_MachineApraisal,ActualUseId
ABuildingDepreciation,ActualUseID,view_MachineApraisal,ActualUseId
tempTDN,ActualUseId,view_MachineApraisal,ActualUseId
TDN,PreviousId,view_MachineApraisal,PreviousId
tempTDN,PreviousId,view_MachineApraisal,PreviousId
View_PrintTaxDecCity,PreviousId,view_MachineApraisal,PreviousId
TDNTEMP,PreviousId,view_MachineApraisal,PreviousId
TDNCancelledFrom,PreviousId,view_MachineApraisal,PreviousId
TDN,ExemptClassId,view_MachineApraisal,ExemptClassId
tempTDN,ExemptClassId,view_MachineApraisal,ExemptClassId
View_PrintTaxDecCity,ExemptClassId,view_MachineApraisal,ExemptClassId
TDNTEMP,ExemptClassId,view_MachineApraisal,ExemptClassId
view_TDNTaxDecCity,ExemptClassId,view_MachineApraisal,ExemptClassId
view_TDNTaxDecProvince,StreetId,view_MachineApraisal,StreetId
PStreet,StreetId,view_MachineApraisal,StreetId
View_TDNLandBackTax,StreetID,view_MachineApraisal,StreetId
TDNSubdivisionTempTable,StreetId,view_MachineApraisal,StreetId
View_PrintTaxDecCity,StreetId,view_MachineApraisal,StreetId
tempTDN,StreetId,view_MachineApraisal,StreetId
View_StreetAssessment,StreetId,view_MachineApraisal,StreetId
TDN,StreetId,view_MachineApraisal,StreetId
TDN,CityMunID,view_MachineApraisal,CityMunID
tempTDN,CityMunID,view_MachineApraisal,CityMunID
View_PrintTaxDecCity,CityMunID,view_MachineApraisal,CityMunID
TDN,SketchId,view_MachineApraisal,SketchId
tempTDN,SketchId,view_MachineApraisal,SketchId
View_PrintTaxDecCity,SketchId,view_MachineApraisal,SketchId
TDNTEMP,SketchId,view_MachineApraisal,SketchId
ASketch,SketchId,view_MachineApraisal,SketchId
QuarterlyTable,UserId,view_MachineApraisal,UserId
QuarterlyTableActive,UserId,view_MachineApraisal,UserId
TOSReservedRPTOPNum,UserID,view_MachineApraisal,UserId
ORHistoryPATAS,UserID,view_MachineApraisal,UserId
QuarterlyTableOld,UserId,view_MachineApraisal,UserId
TDNSubdivisionTempTable,UserID,view_MachineApraisal,UserId
PUser,UserId,view_MachineApraisal,UserId
View_PrintTaxDecCity,UserId,view_MachineApraisal,UserId
TDNTEMP,UserId,view_MachineApraisal,UserId
ORHistory,UserID,view_MachineApraisal,UserId
tempTDN,UserId,view_MachineApraisal,UserId
QuarterlyTableCancelled,UserId,view_MachineApraisal,UserId
UserORStatus,UserID,view_MachineApraisal,UserId
TDN,UserId,view_MachineApraisal,UserId
TDNMachine,TDNMachineId,view_MachineApraisal,TDNMachineId
TDNMachineDetail,TDNMachineId,view_MachineApraisal,TDNMachineId
tempMachdb,TDNMachineId,view_MachineApraisal,TDNMachineId
TDNMachine,PreviousTDNMachineId,view_MachineApraisal,PreviousTDNMachineId
tempMachdb,PreviousTDNMachineId,view_MachineApraisal,PreviousTDNMachineId
SMaspnet_Paths,PathId,SMaspnet_PersonalizationPerUser,PathId
SMaspnet_PersonalizationAllUsers,PathId,SMaspnet_PersonalizationPerUser,PathId
view_UserProfile,UserID,SMaspnet_PersonalizationPerUser,UserId
